dni;nombres;apellido_paterno;apellido_materno;organizacion_key;organizacion_nombre;circunscripcion_electoral;categoria_id
90140685;Gerardo Luis;Montes;Olivares;25;PARTIDO POLÍTICO EL VUELO DEL ESPÍRITU;MADRE DE DIOS;D
17359594;Miguel Ángel;Martínez;Rangel;31;PARTIDO POLÍTICO EL PERDÓN ES DIVINO;MADRE DE DIOS;D
90616366;Mauricio Andrés;Rivera;Figueroa;31;PARTIDO POLÍTICO EL PERDÓN ES DIVINO;MADRE DE DIOS;D
25928737;Bertha Rosa;Cárdenas;Salinas;26;PARTIDO POLÍTICO EL LENGUAJE DEL SILENCIO;MADRE DE DIOS;D
26018816;Roxana Milagros;Cortez;Burgos;26;PARTIDO POLÍTICO EL LENGUAJE DEL SILENCIO;MADRE DE DIOS;D
73866401;Mariana Isabel;Cortez;Bravo;20;PARTIDO POLÍTICO COLECCIONISTA DE OBJETOS;MADRE DE DIOS;D
85113835;Luis Fernando;Sandoval;Andrade;20;PARTIDO POLÍTICO COLECCIONISTA DE OBJETOS;MADRE DE DIOS;D
94120772;Alfredo José;Ponce;Burgos;36;PARTIDO POLÍTICO EL ESPEJO DEL ALMA;MADRE DE DIOS;D
62561905;Sergio Antonio;Zamora;Andrade;36;PARTIDO POLÍTICO EL ESPEJO DEL ALMA;MADRE DE DIOS;D
26102308;Claudia Vanessa;Hernández;Vidal;19;PARTIDO POLÍTICO ORDENANDO LA CASA;MADRE DE DIOS;D
94385849;Angela María;Gómez;Bustamante;19;PARTIDO POLÍTICO ORDENANDO LA CASA;MADRE DE DIOS;D
33824388;Laura Angélica;Ortiz;Mejía;16;PARTIDO POLÍTICO FELICES POR SIEMPRE;MADRE DE DIOS;D
13461118;Esteban José;Miranda;Paredes;16;PARTIDO POLÍTICO FELICES POR SIEMPRE;MADRE DE DIOS;D
72978931;Héctor Manuel;Ramos;Vega;11;PARTIDO POLÍTICO ALCANZAR EL INFINITO;MADRE DE DIOS;D
33826622;Carlos Alberto;Fuentes;Salas;11;PARTIDO POLÍTICO ALCANZAR EL INFINITO;MADRE DE DIOS;D
74786796;Alicia Rosa;Fuentes;León;17;PARTIDO POLÍTICO SALVEMOS AL PLANETA;MADRE DE DIOS;D
71139101;Roxana Milagros;Carrillo;Escobar;17;PARTIDO POLÍTICO SALVEMOS AL PLANETA;MADRE DE DIOS;D
97593493;Lorenzo Manuel;Flores;Bustamante;33;PARTIDO POLÍTICO EL HILO INVISIBLE;MADRE DE DIOS;D
27415458;Guillermo José;Cervantes;Franco;33;PARTIDO POLÍTICO EL HILO INVISIBLE;MADRE DE DIOS;D
75146423;Mauricio Andrés;Solís;Calderón;04;PARTIDO POLÍTICO LA MAGIA DEL ENCUENTRO;MADRE DE DIOS;D
61640427;Tomás Alberto;Pacheco;Parra;04;PARTIDO POLÍTICO LA MAGIA DEL ENCUENTRO;MADRE DE DIOS;D
12201728;Juan Carlos;Pacheco;Cortés;30;PARTIDO POLÍTICO UN SOLO LATIDO;MADRE DE DIOS;D
72918979;Tomás Alberto;Ramos;Soto;30;PARTIDO POLÍTICO UN SOLO LATIDO;MADRE DE DIOS;D
67475680;Fernando José;Álvarez;Córdova;15;PARTIDO POLÍTICO NIÑOS PRIMERO;MADRE DE DIOS;D
63770967;Rodolfo César;Huerta;Valdés;15;PARTIDO POLÍTICO NIÑOS PRIMERO;MADRE DE DIOS;D
54662622;Armando Luis;Montoya;Sierra;06;PARTIDO POLÍTICO AL OTRO LADO;MOQUEGUA;C
77927902;Pilar Mercedes;Vargas;Guzmán;06;PARTIDO POLÍTICO AL OTRO LADO;MOQUEGUA;C
41592192;Gladys Pilar;Ibarra;Velázquez;14;PARTIDO POLÍTICO LIDERANDO EL FUTURO;MOQUEGUA;C
96603601;Regina Patricia;Ochoa;Durán;14;PARTIDO POLÍTICO LIDERANDO EL FUTURO;MOQUEGUA;C
58211435;José Luis;Contreras;Padilla;01;PARTIDO POLÍTICO AMANECER DE NUEVO;MOQUEGUA;C
45752018;Tomás Alberto;Herrera;Sierra;01;PARTIDO POLÍTICO AMANECER DE NUEVO;MOQUEGUA;C
65359412;Benjamín Luis;Navarro;Arias;30;PARTIDO POLÍTICO UN SOLO LATIDO;MOQUEGUA;C
27537009;Teresa Guadalupe;González;Vidal;30;PARTIDO POLÍTICO UN SOLO LATIDO;MOQUEGUA;C
82956731;Mónica Alejandra;Gómez;Montes;35;PARTIDO POLÍTICO PENSANDO EN TI;MOQUEGUA;C
23154953;Alfredo José;Ramírez;Villa;35;PARTIDO POLÍTICO PENSANDO EN TI;MOQUEGUA;C
93494145;Guillermo José;Ayala;Santana;36;PARTIDO POLÍTICO EL ESPEJO DEL ALMA;MOQUEGUA;C
67185186;Patricia Elena;Ortiz;Benítez;36;PARTIDO POLÍTICO EL ESPEJO DEL ALMA;MOQUEGUA;C
81637239;Felipe Augusto;Luna;Mercado;13;PARTIDO POLÍTICO PIENSA POSITIVAMENTE;MOQUEGUA;C
14623020;Sonia Patricia;Torres;Merino;13;PARTIDO POLÍTICO PIENSA POSITIVAMENTE;MOQUEGUA;C
92107433;Víctor Hugo;Ríos;Fernández;17;PARTIDO POLÍTICO SALVEMOS AL PLANETA;MOQUEGUA;C
38923448;Juan Carlos;López;Téllez;17;PARTIDO POLÍTICO SALVEMOS AL PLANETA;MOQUEGUA;C
48274803;Carmen Rosa;Castillo;Velázquez;16;PARTIDO POLÍTICO FELICES POR SIEMPRE;MOQUEGUA;C
57153503;Victoria Elena;Jiménez;Merino;16;PARTIDO POLÍTICO FELICES POR SIEMPRE;MOQUEGUA;C
27509137;Bertha Rosa;Solís;Soto;18;PARTIDO POLÍTICO LOS CAMPEONES;MOQUEGUA;C
11188094;Gerardo Luis;Gallegos;Mora;18;PARTIDO POLÍTICO LOS CAMPEONES;MOQUEGUA;C
68804088;Salvador Antonio;Reyes;Cisneros;37;PARTIDO POLÍTICO EL TEJIDO DE LA VIDA;MOQUEGUA;C
86350244;Carlos Alberto;Mendez;Segura;37;PARTIDO POLÍTICO EL TEJIDO DE LA VIDA;MOQUEGUA;C
47725230;Lorenzo Manuel;Flores;Navarro;36;PARTIDO POLÍTICO EL ESPEJO DEL ALMA;MOQUEGUA;D
98118573;Beatriz Elena;Aguilar;Rosales;36;PARTIDO POLÍTICO EL ESPEJO DEL ALMA;MOQUEGUA;D
42690684;Susana Elena;Mendoza;Ochoa;32;PARTIDO POLÍTICO BRILLO DEL ALMA;MOQUEGUA;D
22042438;Luis Fernando;Campos;Alvarado;32;PARTIDO POLÍTICO BRILLO DEL ALMA;MOQUEGUA;D
31514022;Elena Isabel;Montes;Franco;06;PARTIDO POLÍTICO AL OTRO LADO;MOQUEGUA;D
72615411;Alfonso Manuel;Cárdenas;León;06;PARTIDO POLÍTICO AL OTRO LADO;MOQUEGUA;D
33798029;Gerardo Luis;Maldonado;Segura;39;PARTIDO POLÍTICO EL SABOR DE LA LEALTAD;MOQUEGUA;D
55092068;Rosa Elena;Sandoval;Cortés;39;PARTIDO POLÍTICO EL SABOR DE LA LEALTAD;MOQUEGUA;D
19721236;Cristina María;Medina;Cardona;21;PARTIDO POLÍTICO OPTIMISMO TOTAL;MOQUEGUA;D
19451478;Bertha Rosa;Cruz;Escobar;21;PARTIDO POLÍTICO OPTIMISMO TOTAL;MOQUEGUA;D
70520095;Yolanda Mercedes;Velasco;Suárez;24;PARTIDO POLÍTICO EL MAPA DE LOS SUEÑOS;MOQUEGUA;D
55002957;Elena Isabel;Torres;Carrasco;24;PARTIDO POLÍTICO EL MAPA DE LOS SUEÑOS;MOQUEGUA;D
85065677;Lorenzo Manuel;Pérez;Quintero;13;PARTIDO POLÍTICO PIENSA POSITIVAMENTE;MOQUEGUA;D
90012459;Gladys Pilar;Cárdenas;Barrera;13;PARTIDO POLÍTICO PIENSA POSITIVAMENTE;MOQUEGUA;D
77115665;Angela María;Montoya;Robles;09;PARTIDO POLÍTICO SEMBRANDO LA AMISTAD;MOQUEGUA;D
26699244;María Elena;Ponce;Franco;09;PARTIDO POLÍTICO SEMBRANDO LA AMISTAD;MOQUEGUA;D
30195215;Julia Esperanza;Rodríguez;Sierra;11;PARTIDO POLÍTICO ALCANZAR EL INFINITO;MOQUEGUA;D
27412139;Julio César;Fuentes;Rangel;11;PARTIDO POLÍTICO ALCANZAR EL INFINITO;MOQUEGUA;D
29258942;Salvador Antonio;Silva;Villegas;23;PARTIDO POLÍTICO VISTA ALEGRE;MOQUEGUA;D
88889081;Eduardo José;Ortiz;Salas;23;PARTIDO POLÍTICO VISTA ALEGRE;MOQUEGUA;D
69012654;Amparo Luz;Ibarra;Paredes;07;PARTIDO POLÍTICO EL TRABAJO DIGNIFICA;MOQUEGUA;D
81128636;Salvador Antonio;Núñez;Durán;07;PARTIDO POLÍTICO EL TRABAJO DIGNIFICA;MOQUEGUA;D
20978687;Regina Patricia;Sánchez;Galván;01;PARTIDO POLÍTICO AMANECER DE NUEVO;MOQUEGUA;D
12552951;Angela María;Romero;Vega;01;PARTIDO POLÍTICO AMANECER DE NUEVO;MOQUEGUA;D
63696538;Alicia Rosa;Ríos;Galván;05;PARTIDO POLÍTICO EN LA DISTANCIA;MOQUEGUA;D
67740616;Verónica Luz;Gutiérrez;Delgado;05;PARTIDO POLÍTICO EN LA DISTANCIA;MOQUEGUA;D
88782024;Roberto Carlos;Soto;Molina;36;PARTIDO POLÍTICO EL ESPEJO DEL ALMA;PASCO;C
27607633;Roxana Milagros;Ponce;Nava;36;PARTIDO POLÍTICO EL ESPEJO DEL ALMA;PASCO;C
77710046;Magdalena Rosa;Hernández;Benítez;26;PARTIDO POLÍTICO EL LENGUAJE DEL SILENCIO;PASCO;C
84307640;Ernesto José;Solís;Valdés;26;PARTIDO POLÍTICO EL LENGUAJE DEL SILENCIO;PASCO;C
64342489;Gerardo Luis;Campos;Carrasco;03;PARTIDO POLÍTICO GOTAS DE LLUVIA;PASCO;C
39453011;Norma Angélica;Medina;Salas;03;PARTIDO POLÍTICO GOTAS DE LLUVIA;PASCO;C
13638758;Mariana Isabel;González;Briones;15;PARTIDO POLÍTICO NIÑOS PRIMERO;PASCO;C
94685256;Laura Angélica;Reyes;Galván;15;PARTIDO POLÍTICO NIÑOS PRIMERO;PASCO;C
69985443;Daniel Enrique;Carrillo;Ibáñez;22;PARTIDO POLÍTICO BUEN VIAJE;PASCO;C
62175100;Esteban José;Mendez;Durán;22;PARTIDO POLÍTICO BUEN VIAJE;PASCO;C
10528526;Roxana Milagros;Ayala;Cisneros;33;PARTIDO POLÍTICO EL HILO INVISIBLE;PASCO;C
26926317;Roberto Carlos;Flores;Fernández;33;PARTIDO POLÍTICO EL HILO INVISIBLE;PASCO;C
58063765;Josefa María;Guerrero;Villa;02;PARTIDO POLÍTICO PAZ Y AMOR;PASCO;C
64687307;Gloria Mercedes;Fuentes;Meza;02;PARTIDO POLÍTICO PAZ Y AMOR;PASCO;C
24227631;Ana Patricia;Fuentes;Escobar;12;PARTIDO POLÍTICO EL MEJOR AMIGO;PASCO;C
11159499;Sonia Patricia;Ruiz;Campos;12;PARTIDO POLÍTICO EL MEJOR AMIGO;PASCO;C
20186595;Guillermo José;Pacheco;Trujillo;28;PARTIDO POLÍTICO EL ABRAZO DE LA PAZ;PASCO;C
77537301;Rosa Elena;Castillo;Gallardo;28;PARTIDO POLÍTICO EL ABRAZO DE LA PAZ;PASCO;C
79480433;Alfredo José;Ramírez;Moreno;20;PARTIDO POLÍTICO COLECCIONISTA DE OBJETOS;PASCO;C
48579621;Alfredo José;Cortez;Sierra;20;PARTIDO POLÍTICO COLECCIONISTA DE OBJETOS;PASCO;C
40106734;Josefa María;Torres;Paredes;19;PARTIDO POLÍTICO ORDENANDO LA CASA;PASCO;D
75210662;Angela María;Fernández;Vidal;19;PARTIDO POLÍTICO ORDENANDO LA CASA;PASCO;D
81576931;Gustavo Adolfo;Chávez;Montero;25;PARTIDO POLÍTICO EL VUELO DEL ESPÍRITU;PASCO;D
10818440;Patricia Elena;Flores;Robles;25;PARTIDO POLÍTICO EL VUELO DEL ESPÍRITU;PASCO;D
94390027;Lidia Mercedes;Ponce;Zavala;12;PARTIDO POLÍTICO EL MEJOR AMIGO;PASCO;D
59677637;Marco Antonio;Vásquez;Olivares;12;PARTIDO POLÍTICO EL MEJOR AMIGO;PASCO;D
36477636;Eduardo José;León;Castro;34;PARTIDO POLÍTICO LA MELODÍA DEL CARIÑO;PASCO;D
38864919;Felipe Augusto;Ríos;Barrera;34;PARTIDO POLÍTICO LA MELODÍA DEL CARIÑO;PASCO;D
95840848;Sonia Patricia;Salazar;Téllez;18;PARTIDO POLÍTICO LOS CAMPEONES;PASCO;D
19890333;Rosa María;Mendez;Arias;18;PARTIDO POLÍTICO LOS CAMPEONES;PASCO;D
52230993;Samuel Antonio;Martínez;Vidal;02;PARTIDO POLÍTICO PAZ Y AMOR;PASCO;D
88739723;Luz Marina;Ortiz;Briones;02;PARTIDO POLÍTICO PAZ Y AMOR;PASCO;D
18525854;Teresa Guadalupe;Castro;Mejía;17;PARTIDO POLÍTICO SALVEMOS AL PLANETA;PASCO;D
11969485;Sonia Patricia;Acosta;Chávez;17;PARTIDO POLÍTICO SALVEMOS AL PLANETA;PASCO;D
94748943;Amparo Luz;Morales;Figueroa;21;PARTIDO POLÍTICO OPTIMISMO TOTAL;PASCO;D
58972619;Angela María;Córdova;Olivares;21;PARTIDO POLÍTICO OPTIMISMO TOTAL;PASCO;D
49573668;María Elena;Márquez;Cuevas;20;PARTIDO POLÍTICO COLECCIONISTA DE OBJETOS;PASCO;D
65156603;Victoria Elena;Domínguez;Carrasco;20;PARTIDO POLÍTICO COLECCIONISTA DE OBJETOS;PASCO;D
33131025;Victoria Elena;Herrera;Figueroa;03;PARTIDO POLÍTICO GOTAS DE LLUVIA;PASCO;D
73305561;Sergio Antonio;Guzmán;Serrano;03;PARTIDO POLÍTICO GOTAS DE LLUVIA;PASCO;D
36393125;Esteban José;Cruz;Villegas;29;PARTIDO POLÍTICO TODO ESTARÁ BIEN;PASCO;D
81724639;Iris Margarita;Montes;Navarro;29;PARTIDO POLÍTICO TODO ESTARÁ BIEN;PASCO;D
58353787;Mauricio Andrés;Reyes;Fernández;08;PARTIDO POLÍTICO HOJAS AL VIENTO;PASCO;D
49375346;Nelly Victoria;Rivera;Vargas;08;PARTIDO POLÍTICO HOJAS AL VIENTO;PASCO;D
54429467;Julia Esperanza;Ochoa;Molina;28;PARTIDO POLÍTICO EL ABRAZO DE LA PAZ;PASCO;D
26533205;Lidia Mercedes;Gutiérrez;Montero;28;PARTIDO POLÍTICO EL ABRAZO DE LA PAZ;PASCO;D
33706787;Alfonso Manuel;Rojas;Portillo;24;PARTIDO POLÍTICO EL MAPA DE LOS SUEÑOS;PASCO;D
74793051;Francisco Javier;Córdova;Salinas;24;PARTIDO POLÍTICO EL MAPA DE LOS SUEÑOS;PASCO;D
33310791;Rodolfo César;Márquez;Galván;16;PARTIDO POLÍTICO FELICES POR SIEMPRE;PASCO;D
26246254;Sonia Patricia;Gutiérrez;Barrera;16;PARTIDO POLÍTICO FELICES POR SIEMPRE;PASCO;D
96696160;Elena Isabel;Espinoza;Mora;30;PARTIDO POLÍTICO UN SOLO LATIDO;PASCO;D
43920744;Pilar Mercedes;Herrera;Bustamante;30;PARTIDO POLÍTICO UN SOLO LATIDO;PASCO;D
72180208;Regina Patricia;López;Robles;07;PARTIDO POLÍTICO EL TRABAJO DIGNIFICA;PASCO;D
65232191;Magdalena Rosa;Ayala;Palacios;07;PARTIDO POLÍTICO EL TRABAJO DIGNIFICA;PASCO;D
91876036;Sergio Antonio;Fuentes;Orozco;04;PARTIDO POLÍTICO LA MAGIA DEL ENCUENTRO;PASCO;D
28727521;Gabriela Sofía;Gallegos;Cortés;04;PARTIDO POLÍTICO LA MAGIA DEL ENCUENTRO;PASCO;D
47824630;Elisa Carmen;Zamora;Rangel;09;PARTIDO POLÍTICO SEMBRANDO LA AMISTAD;PASCO;D
74203624;Yolanda Mercedes;Ibarra;Trujillo;09;PARTIDO POLÍTICO SEMBRANDO LA AMISTAD;PASCO;D
66013146;Iris Margarita;Vásquez;Villa;01;PARTIDO POLÍTICO AMANECER DE NUEVO;PASCO;D
79746340;Norma Angélica;Lara;Soto;01;PARTIDO POLÍTICO AMANECER DE NUEVO;PASCO;D
20635761;Nelly Victoria;Ortiz;Cuevas;31;PARTIDO POLÍTICO EL PERDÓN ES DIVINO;PIURA;C
96584775;Alberto Raúl;Morales;Villegas;31;PARTIDO POLÍTICO EL PERDÓN ES DIVINO;PIURA;C
83459534;Andrés Felipe;Núñez;Villa;03;PARTIDO POLÍTICO GOTAS DE LLUVIA;PIURA;C
84978026;Magdalena Rosa;León;Merino;03;PARTIDO POLÍTICO GOTAS DE LLUVIA;PIURA;C
11978132;Mercedes Beatriz;Herrera;Palacios;12;PARTIDO POLÍTICO EL MEJOR AMIGO;PIURA;C
77723607;Roberto Carlos;Miranda;Figueroa;12;PARTIDO POLÍTICO EL MEJOR AMIGO;PIURA;C
31702913;María Elena;Paredes;Franco;19;PARTIDO POLÍTICO ORDENANDO LA CASA;PIURA;C
23167998;Luis Fernando;Córdova;Barrera;19;PARTIDO POLÍTICO ORDENANDO LA CASA;PIURA;C
70715813;Francisco Javier;Zamora;Molina;38;PARTIDO POLÍTICO EL AROMA DE LA CONFIANZA;PIURA;C
76884858;Víctor Hugo;Soto;Figueroa;38;PARTIDO POLÍTICO EL AROMA DE LA CONFIANZA;PIURA;C
61247566;Silvia Rocío;Díaz;Villegas;34;PARTIDO POLÍTICO LA MELODÍA DEL CARIÑO;PIURA;C
47222878;Laura Angélica;Cervantes;Padilla;34;PARTIDO POLÍTICO LA MELODÍA DEL CARIÑO;PIURA;C
86372919;Dora Inés;Velasco;Fernández;21;PARTIDO POLÍTICO OPTIMISMO TOTAL;PIURA;C
42492257;Andrés Felipe;Gallegos;Arias;21;PARTIDO POLÍTICO OPTIMISMO TOTAL;PIURA;C
92109713;Alfredo José;Castillo;Cardona;27;PARTIDO POLÍTICO SUEÑOS COMPARTIDOS;PIURA;C
70764192;Eduardo José;Acosta;Cortés;27;PARTIDO POLÍTICO SUEÑOS COMPARTIDOS;PIURA;C
29233416;Sonia Patricia;Molina;Nava;25;PARTIDO POLÍTICO EL VUELO DEL ESPÍRITU;PIURA;C
29516503;Martha Lucía;Chávez;Cuevas;25;PARTIDO POLÍTICO EL VUELO DEL ESPÍRITU;PIURA;C
36192946;Mercedes Beatriz;Gómez;Rosales;14;PARTIDO POLÍTICO LIDERANDO EL FUTURO;PIURA;C
15213386;Armando Luis;Vargas;Quintero;14;PARTIDO POLÍTICO LIDERANDO EL FUTURO;PIURA;C
46651370;Juan Carlos;Rivera;Vega;22;PARTIDO POLÍTICO BUEN VIAJE;PIURA;C
46358354;Sandra Beatriz;Mendoza;Padilla;22;PARTIDO POLÍTICO BUEN VIAJE;PIURA;C
49966037;Ana Patricia;Aguilar;Salas;26;PARTIDO POLÍTICO EL LENGUAJE DEL SILENCIO;PIURA;C
38278591;Alberto Raúl;Vega;Mercado;26;PARTIDO POLÍTICO EL LENGUAJE DEL SILENCIO;PIURA;C
98087423;Martha Lucía;Torres;Rangel;16;PARTIDO POLÍTICO FELICES POR SIEMPRE;PIURA;C
40642561;Gloria Mercedes;Vásquez;Guzmán;16;PARTIDO POLÍTICO FELICES POR SIEMPRE;PIURA;C
72172083;Omar Alejandro;Aguilar;Portillo;05;PARTIDO POLÍTICO EN LA DISTANCIA;PIURA;C
81108543;Benjamín Luis;Navarro;Muñoz;05;PARTIDO POLÍTICO EN LA DISTANCIA;PIURA;C
56577017;Laura Angélica;Torres;Lozano;36;PARTIDO POLÍTICO EL ESPEJO DEL ALMA;PIURA;C
35430401;Irma Rosa;Espinoza;Figueroa;36;PARTIDO POLÍTICO EL ESPEJO DEL ALMA;PIURA;C
20998540;Lorenzo Manuel;Rodríguez;Bautista;32;PARTIDO POLÍTICO BRILLO DEL ALMA;PIURA;C
23499789;Magdalena Rosa;Jiménez;Téllez;32;PARTIDO POLÍTICO BRILLO DEL ALMA;PIURA;C
65540151;Gerardo Luis;Medina;Nava;35;PARTIDO POLÍTICO PENSANDO EN TI;PIURA;C
50455627;Claudia Vanessa;Reyes;Andrade;35;PARTIDO POLÍTICO PENSANDO EN TI;PIURA;C
17177675;Olga Marina;López;Segura;15;PARTIDO POLÍTICO NIÑOS PRIMERO;PIURA;C
57661948;Irma Rosa;Ortiz;Robles;15;PARTIDO POLÍTICO NIÑOS PRIMERO;PIURA;C
69880940;Sonia Patricia;Campos;Campos;39;PARTIDO POLÍTICO EL SABOR DE LA LEALTAD;PIURA;C
43916445;Salvador Antonio;Álvarez;Serrano;39;PARTIDO POLÍTICO EL SABOR DE LA LEALTAD;PIURA;C
57010421;Diana Carolina;Ramos;Guerrero;05;PARTIDO POLÍTICO EN LA DISTANCIA;PIURA;D
96172546;Silvia Rocío;Cárdenas;Villegas;05;PARTIDO POLÍTICO EN LA DISTANCIA;PIURA;D
80329186;Gladys Pilar;Solís;Velázquez;17;PARTIDO POLÍTICO SALVEMOS AL PLANETA;PIURA;D
26998356;Alfonso Manuel;Díaz;Sierra;17;PARTIDO POLÍTICO SALVEMOS AL PLANETA;PIURA;D
42908944;Jorge Luis;Vargas;Figueroa;25;PARTIDO POLÍTICO EL VUELO DEL ESPÍRITU;PIURA;D
64452881;Juan Carlos;Rodríguez;Portillo;25;PARTIDO POLÍTICO EL VUELO DEL ESPÍRITU;PIURA;D
84278175;Carlos Alberto;Silva;Montero;20;PARTIDO POLÍTICO COLECCIONISTA DE OBJETOS;PIURA;D
36874053;Iris Margarita;Ibarra;Briones;20;PARTIDO POLÍTICO COLECCIONISTA DE OBJETOS;PIURA;D
49602934;Mariana Isabel;Cruz;Bautista;14;PARTIDO POLÍTICO LIDERANDO EL FUTURO;PIURA;D
39511794;Pedro Pablo;Domínguez;Villalobos;14;PARTIDO POLÍTICO LIDERANDO EL FUTURO;PIURA;D
66404464;Regina Patricia;Córdova;Caballero;16;PARTIDO POLÍTICO FELICES POR SIEMPRE;PIURA;D
13159702;Mauricio Andrés;Huerta;Paredes;16;PARTIDO POLÍTICO FELICES POR SIEMPRE;PIURA;D
68193123;Salvador Antonio;Guzmán;Parra;13;PARTIDO POLÍTICO PIENSA POSITIVAMENTE;PIURA;D
44443835;Marco Antonio;Morales;Velázquez;13;PARTIDO POLÍTICO PIENSA POSITIVAMENTE;PIURA;D
41804754;Rosa María;Castro;Moreno;33;PARTIDO POLÍTICO EL HILO INVISIBLE;PIURA;D
31809497;Luis Fernando;Estrada;Soto;33;PARTIDO POLÍTICO EL HILO INVISIBLE;PIURA;D
71433211;Victoria Elena;Ramírez;Meza;38;PARTIDO POLÍTICO EL AROMA DE LA CONFIANZA;PIURA;D
75819440;Mariana Isabel;Sandoval;Mora;38;PARTIDO POLÍTICO EL AROMA DE LA CONFIANZA;PIURA;D
99390815;Rubén Darío;Álvarez;Cortés;12;PARTIDO POLÍTICO EL MEJOR AMIGO;PIURA;D
15991648;Iris Margarita;Díaz;Navarro;12;PARTIDO POLÍTICO EL MEJOR AMIGO;PIURA;D
66660160;Angela María;Solís;Calderón;04;PARTIDO POLÍTICO LA MAGIA DEL ENCUENTRO;PIURA;D
56320400;Joaquín Manuel;Jiménez;Andrade;04;PARTIDO POLÍTICO LA MAGIA DEL ENCUENTRO;PIURA;D
61215501;Pablo César;Montoya;Calderón;09;PARTIDO POLÍTICO SEMBRANDO LA AMISTAD;PIURA;D
12396275;Bertha Rosa;Márquez;Meza;09;PARTIDO POLÍTICO SEMBRANDO LA AMISTAD;PIURA;D
48481799;Pilar Mercedes;Solís;Moreno;19;PARTIDO POLÍTICO ORDENANDO LA CASA;PIURA;D
29309495;Gabriela Sofía;Márquez;Nava;19;PARTIDO POLÍTICO ORDENANDO LA CASA;PIURA;D
41199561;Gladys Pilar;Fuentes;Montero;03;PARTIDO POLÍTICO GOTAS DE LLUVIA;PIURA;D
77246341;Angela María;Flores;Cuevas;03;PARTIDO POLÍTICO GOTAS DE LLUVIA;PIURA;D
45693627;Mariana Isabel;Cárdenas;Villegas;39;PARTIDO POLÍTICO EL SABOR DE LA LEALTAD;PIURA;D
91785586;Susana Elena;Montes;Carrasco;39;PARTIDO POLÍTICO EL SABOR DE LA LEALTAD;PIURA;D
19308076;Magdalena Rosa;Ayala;Benítez;31;PARTIDO POLÍTICO EL PERDÓN ES DIVINO;PIURA;D
20014314;Daniel Enrique;Fernández;Navarro;31;PARTIDO POLÍTICO EL PERDÓN ES DIVINO;PIURA;D
19719935;Patricia Elena;Guerrero;Alvarado;07;PARTIDO POLÍTICO EL TRABAJO DIGNIFICA;PIURA;D
47926431;Miguel Ángel;Silva;Barrera;07;PARTIDO POLÍTICO EL TRABAJO DIGNIFICA;PIURA;D
90042938;Angela María;Vega;Fernández;02;PARTIDO POLÍTICO PAZ Y AMOR;PIURA;D
53398514;Salvador Antonio;Paredes;Córdova;02;PARTIDO POLÍTICO PAZ Y AMOR;PIURA;D
92761049;Silvia Rocío;Vega;Villalobos;14;PARTIDO POLÍTICO LIDERANDO EL FUTURO;PUNO;C
77769621;Ignacio José;González;Montero;14;PARTIDO POLÍTICO LIDERANDO EL FUTURO;PUNO;C
21551019;Alfonso Manuel;Núñez;Ochoa;07;PARTIDO POLÍTICO EL TRABAJO DIGNIFICA;PUNO;C
16712743;Yolanda Mercedes;Soto;Figueroa;07;PARTIDO POLÍTICO EL TRABAJO DIGNIFICA;PUNO;C
39427221;Sandra Beatriz;Pacheco;Vargas;18;PARTIDO POLÍTICO LOS CAMPEONES;PUNO;C
40359386;Teresa Guadalupe;Pacheco;Campos;18;PARTIDO POLÍTICO LOS CAMPEONES;PUNO;C
24530259;Gloria Mercedes;Martínez;Caballero;13;PARTIDO POLÍTICO PIENSA POSITIVAMENTE;PUNO;C
25889651;María Elena;Pacheco;Caballero;13;PARTIDO POLÍTICO PIENSA POSITIVAMENTE;PUNO;C
52398283;Guillermo José;Sánchez;Muñoz;16;PARTIDO POLÍTICO FELICES POR SIEMPRE;PUNO;C
81457579;Teresa Guadalupe;Zamora;Navarro;16;PARTIDO POLÍTICO FELICES POR SIEMPRE;PUNO;C
89070265;Benjamín Luis;Ruiz;Navarro;06;PARTIDO POLÍTICO AL OTRO LADO;PUNO;C
23789898;Magdalena Rosa;Jiménez;Calderón;06;PARTIDO POLÍTICO AL OTRO LADO;PUNO;C
50793229;Gerardo Luis;López;Cisneros;02;PARTIDO POLÍTICO PAZ Y AMOR;PUNO;C
85068000;Óscar Eduardo;Márquez;Muñoz;02;PARTIDO POLÍTICO PAZ Y AMOR;PUNO;C
92476835;Yolanda Mercedes;Valdez;Velázquez;17;PARTIDO POLÍTICO SALVEMOS AL PLANETA;PUNO;C
57400013;Daniel Enrique;Pacheco;Cardona;17;PARTIDO POLÍTICO SALVEMOS AL PLANETA;PUNO;C
15764356;Mercedes Beatriz;Rivera;Mercado;30;PARTIDO POLÍTICO UN SOLO LATIDO;PUNO;C
44841160;Eduardo José;Guzmán;Nava;30;PARTIDO POLÍTICO UN SOLO LATIDO;PUNO;C
32443011;Alfonso Manuel;Ayala;Suárez;01;PARTIDO POLÍTICO AMANECER DE NUEVO;PUNO;C
27076308;Benjamín Luis;Cervantes;Suárez;01;PARTIDO POLÍTICO AMANECER DE NUEVO;PUNO;C
10515607;Juan Carlos;León;Cuevas;04;PARTIDO POLÍTICO LA MAGIA DEL ENCUENTRO;PUNO;C
32395130;Guillermo José;Castillo;Rosales;04;PARTIDO POLÍTICO LA MAGIA DEL ENCUENTRO;PUNO;C
